Date,Open,High,Low,Close
1/23/2020,1314.1662,1320.8875,1294.5166,1297.4763
1/26/2020,1298.6736,1299.6769,1275.3445,1276.6817
1/27/2020,1276.682,1300.6293,1273.7874,1300.6293
1/28/2020,1300.6585,1316.4458,1300.6585,1306.1529
1/29/2020,1306.1603,1311.8108,1302.0801,1305.8808
1/30/2020,1306.2929,1332.3942,1306.2929,1325.3887
2/2/2020,1325.615,1350.142,1325.615,1346.6486
2/3/2020,1347.838,1355.4061,1339.5317,1349.1375
2/4/2020,1351.0127,1353.34,1333.8986,1337.049
2/5/2020,1338.5084,1342.7396,1335.4859,1342.3635
2/6/2020,1341.7334,1346.8984,1331.0141,1333.691
2/9/2020,1332.9105,1333.8584,1316.064,1319.9918
2/10/2020,1320.7719,1330.1298,1315.2383,1324.2682
2/11/2020,1324.3112,1343.0633,1323.6903,1341.3823
2/12/2020,1341.0783,1353.3553,1340.8562,1345.9799
2/13/2020,1346.4544,1354.9294,1342.5524,1344.5917
2/16/2020,1344.7343,1364.0199,1344.7343,1363.9772
2/17/2020,1364.3489,1403.4342,1364.3489,1398.2409
2/18/2020,1398.8504,1417.8381,1387.6632,1400.0129
2/19/2020,1399.2955,1407.0071,1388.9255,1405.2572
2/20/2020,1405.5141,1434.7016,1405.5141,1434.5798
2/23/2020,1435.8726,1511.1427,1435.8726,1504.1417
2/24/2020,1507.9838,1537.5457,1498.376,1502.1805
2/25/2020,1504.8069,1545.1982,1479.6157,1545.1982
2/26/2020,1547.2087,1596.7803,1546.9824,1596.1318
2/27/2020,1597.2362,1635.9309,1556.2888,1632.1786
3/1/2020,1638.3656,1668.5756,1589.4662,1591.3622
3/2/2020,1593.0868,1593.5935,1495.3029,1495.3029
3/3/2020,1491.2331,1540.6795,1438.2559,1509.6753
3/4/2020,1511.4161,1514.3284,1439.105,1441.202
3/5/2020,1442.9252,1464.7808,1407.5471,1435.7008
3/10/2020,1435.8614,1436.883,1349.1315,1349.3157
3/11/2020,1349.8624,1423.092,1349.2147,1423.092
3/12/2020,1424.6013,1431.0865,1371.1789,1377.1848
3/15/2020,1377.1147,1377.1147,1310.5423,1313.0427
3/16/2020,1312.692,1334.3412,1291.6764,1316.3966
3/17/2020,1316.3966,1321.502,1266.4411,1272.0678
3/18/2020,1272.103,1287.384,1233.9726,1255.8031
3/19/2020,1255.8031,1279.3174,1222.5615,1269.6564
3/22/2020,1269.3075,1275.4173,1246.1973,1251.4557
5/12/2020,1251.4014,1251.4014,1226.159,1226.159
5/13/2020,1225.6801,1232.8501,1201.5775,1201.5775
6/29/2020,1197.0897,1201.0214,1149.182,1188.708
6/30/2020,1187.2594,1260.7574,1185.1718,1260.7574
7/1/2020,1261.1593,1336.5251,1260.2444,1336.5251
7/2/2020,1344.7766,1362.3952,1256.1115,1256.1115
7/5/2020,1256.0315,1281.3269,1241.6474,1265.4592
7/6/2020,1265.4592,1298.786,1259.1185,1298.7326
7/7/2020,1300.41,1346.0525,1299.7238,1336.6656
7/8/2020,1338.5441,1343.7762,1318.9319,1326.5363
7/9/2020,1327.134,1333.3567,1311.9712,1331.2704
7/12/2020,1331.319,1351.9004,1331.0911,1340.2945
7/13/2020,1342.5951,1352.692,1333.9938,1342.4098
7/14/2020,1344.4266,1349.4784,1340.569,1347.4473
7/15/2020,1347.8883,1368.016,1347.864,1362.3492
7/16/2020,1364.2489,1395.9963,1362.3856,1394.7714
7/19/2020,1408.5155,1479.0345,1408.5155,1479.0345
7/20/2020,1532.4075,1560.588,1458.2102,1464.9403
7/21/2020,1472.1978,1479.5197,1444.0945,1449.9491
7/22/2020,1452.784,1461.4193,1429.1251,1432.4889
7/23/2020,1434.0862,1442.8099,1417.0539,1442.7092
7/26/2020,1445.6025,1465.3337,1444.5059,1465.1093
7/27/2020,1467.8941,1476.0042,1456.0983,1462.4848
7/28/2020,1463.8101,1466.4373,1449.8356,1454.8906
7/29/2020,1452.5228,1452.5844,1430.6601,1431.529
7/30/2020,1433.1448,1444.4722,1420.931,1439.0622
8/2/2020,1441.2647,1441.2647,1395.2105,1396.28
8/3/2020,1395.0837,1411.4607,1384.2543,1403.8672
8/5/2020,1403.8672,1403.9512,1374.4398,1382.6655
8/6/2020,1387.4448,1388.8481,1365.0659,1381.3778
8/9/2020,1383.9898,1392.6818,1362.7229,1392.6818
8/10/2020,1394.7833,1430.4196,1393.7023,1430.4196
8/11/2020,1433.3584,1441.6849,1420.9344,1423.8103
8/12/2020,1425.4005,1427.7695,1413.4031,1425.32
8/13/2020,1431.894,1431.894,1406.9777,1408.7918
8/16/2020,1407.8554,1408.5112,1380.9543,1391.4646
8/17/2020,1391.7971,1402.3651,1385.609,1402.2179
8/18/2020,1403.9897,1414.688,1400.6217,1407.8993
8/19/2020,1409.4427,1409.7177,1386.8989,1391.2952
8/20/2020,1391.2533,1403.9619,1389.353,1397.5707
8/23/2020,1399.4889,1410.3732,1393.9049,1410.3447
8/24/2020,1413.0992,1433.2588,1412.33,1431.6068
8/25/2020,1435.2145,1441.0184,1427.8695,1440.9422
8/26/2020,1445.1914,1471.6604,1444.8715,1462.0394
8/27/2020,1467.0766,1473.1819,1454.7262,1458.04
8/30/2020,1459.1677,1462.6872,1444.0889,1462.6795
8/31/2020,1466.577,1494.5336,1466.2861,1484.9929
9/2/2020,1491.4034,1519.958,1491.4034,1510.5729
9/3/2020,1524.1909,1526.4283,1497.0827,1510.4248
9/6/2020,1552.4349,1499.9786,1499.9786,1499.9787
9/7/2020,1503.3758,1503.4414,1483.4974,1487.8109
9/8/2020,1491.3337,1500.4351,1477.2046,1495.1567
9/9/2020,1498.5034,1512.0378,1494.9514,1508.2082
9/10/2020,1514.3251,1532.6603,1511.8544,1520.6946
9/13/2020,1528.157,1537.25,1521.2131,1537.25
9/14/2020,1545.6892,1553.6148,1538.1475,1540.5121
9/15/2020,1544.716,1548.4867,1531.0527,1536.0386
9/16/2020,1537.3518,1543.9854,1526.3089,1541.4017
9/17/2020,1555.8614,1578.4232,1546.5791,1572.1855
9/20/2020,1595.4753,1605.472,1573.8468,1575.1838
9/21/2020,1587.8275,1588.0456,1560.9095,1569.0648
9/22/2020,1576.5536,1577.7813,1541.6789,1546.1585
9/23/2020,1543.3709,1555.5315,1534.7023,1555.5275
9/24/2020,1565.3132,1565.7275,1554.1806,1561.2702
9/27/2020,1569.0622,1575.499,1561.9185,1565.5559
9/28/2020,1566.4411,1569.6967,1557.327,1560.8308
9/29/2020,1564.9286,1564.9286,1552.3984,1553.624
9/30/2020,1561.5892,1563.5415,1542.5552,1550.4348
10/1/2020,1553.9582,1573.0405,1553.9212,1571.0434
10/4/2020,1577.778,1588.6455,1577.7726,1585.7568
10/5/2020,1587.3131,1594.9091,1580.4302,1582.1251
10/6/2020,1588.0176,1588.1157,1581.5434,1586.2942
10/7/2020,1593.0457,1602.2443,1587.4161,1600.9762
10/8/2020,1607.5271,1614.6507,1586.9022,1589.6393
10/11/2020,1594.0105,1594.4638,1574.4389,1576.2713
10/12/2020,1580.1466,1581.0507,1566.547,1578.0118
10/13/2020,1583.2927,1584.8421,1567.2175,1568.5949
10/14/2020,1572.3535,1573.2648,1560.1392,1561.1708
10/15/2020,1564.6933,1579.8494,1560.1513,1562.4649
10/18/2020,1565.9076,1568.0328,1554.0166,1556.8028
10/19/2020,1556.8584,1570.3941,1555.1377,1570.3838
10/20/2020,1576.6246,1583.7799,1572.8108,1583.7799
10/21/2020,1591.0444,1597.7851,1588.7092,1597.715
10/22/2020,1609.1161,1610.6676,1596.0869,1606.2552
10/28/2020,1612.5083,1647.6158,1612.2035,1647.4596
10/29/2020,1661.6459,1663.8671,1640.1449,1645.679
11/1/2020,1654.156,1654.156,1634.1337,1640.9593
11/2/2020,1644.0168,1646.9196,1635.3865,1637.6311
11/3/2020,1636.2003,1644.9336,1635.0791,1643.0351
11/4/2020,1645.531,1645.9794,1638.5471,1640.6426
11/5/2020,1644.9495,1645.2899,1634.2152,1636.0942
11/8/2020,1643.2908,1648.5849,1637.6919,1648.5849
11/9/2020,1648.7572,1661.4121,1648.0438,1652.8079
11/10/2020,1660.3782,1678.7918,1658.5229,1678.7918
11/11/2020,1681.8285,1707.758,1681.4488,1707.6799
11/12/2020,1713.7117,1722.5164,1702.474,1718.4973
11/18/2020,1721.64,1742.4829,1708.3137,1741.8125
11/19/2020,1750.4206,1781.1213,1749.199,1778.1282
11/22/2020,1791.2168,1812.3243,1761.5348,1782.8146
11/23/2020,1789.3564,1792.814,1771.7477,1780.4315
11/24/2020,1790.1946,1814.1841,1785.7274,1810.1146
11/25/2020,1820.8701,1875.0985,1819.9087,1874.816
11/26/2020,1894.7878,1927.4156,1878.0947,1893.2473
11/29/2020,1912.1147,1972.0508,1911.5057,1968.2715
11/30/2020,2000.0047,2028.7295,1970.8097,1997.0582
12/1/2020,2009.461,2022.9394,1964.2158,2000.4049
12/2/2020,2016.8254,2078.4139,2016.8254,2071.0295
12/3/2020,2090.797,2118.6789,2040.698,2055.4552
12/6/2020,2051.5133,2051.5684,1932.1141,1932.1141
12/7/2020,1929.467,2004.3906,1898.8956,2004.3906
12/8/2020,2033.9734,2048.4713,1981.7186,1995.3505
12/9/2020,2006.4069,2010.6309,1948.658,1955.7521
12/10/2020,1954.6055,1974.4701,1938.4419,1964.0205
12/13/2020,1973.7579,2011.0736,1967.0416,2010.453
12/14/2020,2022.7275,2069.3526,2021.0137,2067.1724
12/15/2020,2085.5688,2101.466,2050.3272,2061.4179
12/16/2020,2097.2001,2097.2001,2041.7585,2055.2209
12/17/2020,2058.7244,2059.9798,2025.0098,2032.5183
12/20/2020,2046.5703,2046.5703,1933.5428,1935.6361
12/21/2020,1919.0535,1978.2137,1873.7871,1965.9613
12/22/2020,1987.4767,2061.4191,1986.4174,2061.4191
12/23/2020,2094.2769,2128.8458,2063.0725,2068.458
12/24/2020,2091.5974,2091.5974,2025.3056,2038.6301
12/27/2020,2047.129,2049.236,1994.4847,1998.7294
12/28/2020,1998.8192,2013.7961,1979.555,2007.3232
12/29/2020,2016.2661,2031.5831,2008.9202,2012.8941
12/30/2020,2023.5987,2064.2557,2022.8945,2062.0648
12/31/2020,2079.3744,2112.9337,2073.0474,2087.2796
1/3/2021,2104.8569,2175.9644,2104.8131,2175.3994
1/4/2021,2207.0527,2216.6387,2153.1061,2169.0418
1/5/2021,2167.8201,2182.8721,2149.0494,2165.4973
1/6/2021,2170.8267,2185.7709,2169.7648,2178.5707
1/7/2021,2181.2709,2205.065,2178.4128,2194.4853
1/10/2021,2201.3819,2238.8491,2201.2136,2235.7281
1/11/2021,2264.2745,2271.3449,2228.4042,2239.4267
1/12/2021,2243.1674,2268.2902,2233.2786,2267.7376
1/13/2021,2279.0438,2296.7256,2277.2039,2286.5459
1/17/2021,2299.3364,2318.6646,2297.5051,2315.0088
1/18/2021,2333.878,2340.8854,2318.8753,2332.4706
1/19/2021,2361.9932,2364.7725,2303.6547,2326.9039
1/20/2021,2361.5224,2365.3366,2321.8658,2342.7697
1/21/2021,2372.8629,2376.9323,2354.5263,2374.6427
1/24/2021,2396.7459,2429.6855,2396.4935,2424.8401
1/25/2021,2447.0183,2457.7534,2408.879,2440.8799
1/26/2021,2461.4294,2463.5812,2419.4916,2423.0947
1/27/2021,2433.7467,2449.7516,2416.2587,2441.851
1/28/2021,2460.8345,2461.5165,2420.5989,2425.2975
1/31/2021,2425.5323,2426.9133,2366.2008,2370.5486
2/1/2021,2372.0453,2413.7614,2371.6035,2408.2437
2/2/2021,2434.4833,2474.0059,2429.3847,2473.7372
2/3/2021,2490.5372,2520.3717,2457.3314,2466.9224
2/4/2021,2479.6081,2482.1432,2443.0425,2475.266
2/7/2021,2486.7924,2524.254,2486.7924,2524.0049
2/8/2021,2553.7868,2564.4663,2538.4107,2561.4799
2/9/2021,2562.4319,2588.3991,2523.8999,2534.3681
2/10/2021,2544.8098,2548.7084,2509.8929,2543.0313
2/11/2021,2552.3395,2565.4661,2523.9742,2526.9216
2/14/2021,2536.4708,2538.5448,2481.3365,2493.594
2/15/2021,2517.4554,2586.0155,2517.4554,2586.0101
2/16/2021,2615.3601,2631.7555,2583.5862,2601.5147
2/17/2021,2619.8066,2624.437,2594.3723,2611.4506
2/18/2021,2634.4747,2643.106,2618.8485,2636.6806
2/21/2021,2667.2734,2673.8296,2619.3831,2640.3453
2/22/2021,2665.8631,2676.1554,2603.0456,2607.6704
2/23/2021,2627.337,2632.7397,2519.2026,2586.5138
2/24/2021,2600.3275,2624.7855,2497.7304,2599.0784
2/25/2021,2622.7062,2623.157,2546.7241,2554.137
2/28/2021,2557.7932,2561.8948,2473.1626,2474.3933
3/1/2021,2488.3341,2524.6198,2441.7139,2515.0311
3/2/2021,2523.4599,2531.1487,2436.3436,2455.242
3/3/2021,2449.2256,2453.6658,2391.1448,2416.0086
3/4/2021,2425.1982,2507.0875,2422.4975,2506.6813
3/7/2021,2519.9698,2527.094,2473.0845,2485.0999
3/9/2021,2494.053,2494.4149,2453.3833,2461.8828
3/10/2021,2476.9305,2479.6275,2446.0884,2458.485
3/14/2021,2466.2693,2469.431,2397.3019,2407.2574
3/15/2021,2418.5103,2432.9503,2379.7803,2389.1902
3/16/2021,2400.049,2417.4716,2369.5156,2391.747
3/17/2021,2399.2128,2432.4024,2390.0484,2432.1455
3/18/2021,2448.7235,2476.6092,2441.1747,2475.0921
3/21/2021,2494.4811,2538.4676,2492.2723,2538.4676
3/22/2021,2562.3721,2568.3622,2509.2104,2514.39
3/23/2021,2524.4326,2531.4602,2495.9694,2528.9566
3/24/2021,2549.5457,2570.6669,2546.0524,2570.2561
3/25/2021,2584.7929,2595.8784,2543.5577,2548.9676
3/29/2021,2558.2339,2562.6042,2537.6714,2543.5216
3/30/2021,2545.54,2576.3346,2544.9562,2575.6692
3/31/2021,2596.6619,2619.1465,2592.7967,2619.0223
4/1/2021,2645.4974,2645.4974,2615.2597,2631.8985
4/4/2021,2658.3077,2658.7297,2646.0513,2657.6126
4/5/2021,2679.3866,2682.2706,2639.674,2658.7451
4/6/2021,2678.9597,2678.9597,2641.8039,2674.4692
4/7/2021,2694.5434,2694.9777,2667.9089,2671.6159
4/8/2021,2690.28,2690.28,2672.2444,2674.3579
4/12/2021,2690.28,2694.3759,2671.7354,2691.558
4/13/2021,2698.0747,2715.5302,2688.1843,2714.7911
4/15/2021,2735.4012,2755.2955,2731.8221,2735.3964
4/18/2021,2759.9015,2760.02,2696.296,2699.5108
4/19/2021,2716.2381,2716.8657,2656.5845,2661.9352
4/20/2021,2673.2412,2684.7691,2645.5634,2664.6166
4/21/2021,2674.8236,2675.4113,2624.7041,2632.2079
4/22/2021,2647.1131,2651.5328,2609.0155,2648.0077
4/25/2021,2664.6961,2665.56,2563.7815,2572.1992
4/26/2021,2571.4971,2579.4141,2500.739,2506.6194
4/27/2021,2506.5203,2599.3693,2504.2275,2599.0757
4/28/2021,2606.5579,2622.6578,2563.942,2585.282
4/29/2021,2601.2125,2612.2854,2582.3465,2611.1134
5/2/2021,2627.8195,2665.1084,2610.8147,2665.1084
5/3/2021,2676.4594,2694.0025,2645.6083,2652.7501
5/4/2021,2652.2741,2663.6373,2640.4435,2654.6936
5/5/2021,2675.9539,2676.5671,2648.5155,2649.6
5/6/2021,2657.2009,2659.0895,2626.0791,2637.1291
5/9/2021,2652.5809,2652.5985,2613.324,2618.4374
5/10/2021,2613.1783,2647.0694,2607.7808,2645.8478
5/11/2021,2647.4804,2680.9056,2645.7662,2673.3192
5/12/2021,2685.4092,2688.7513,2664.0396,2673.8835
5/13/2021,2701.9172,2702.7362,2679.0281,2684.0878
5/16/2021,2693.9075,2738.5861,2693.9074,2738.502
5/17/2021,2748.8316,2771.2197,2747.8165,2759.2152
5/18/2021,2784.6002,2794.9561,2766.7099,2793.8988
5/19/2021,2816.2626,2822.2339,2769.2035,2780.8116
5/20/2021,2807.5267,2807.5267,2775.8887,2787.186
5/23/2021,2768.868,2820.5967,2737.4265,2820.0004
5/24/2021,2840.2142,2850.7276,2807.3292,2823.0664
5/25/2021,2828.068,2836.236,2803.7162,2816.5973
5/27/2021,2784.5887,2836.062,2760.8638,2815.3982
5/30/2021,2836.114,2854.8022,2814.7238,2827.9345
5/31/2021,2842.2821,2851.1777,2781.0025,2782.8313
6/1/2021,2790.7165,2800.2226,2751.1062,2771.364
6/2/2021,2793.2162,2827.2915,2770.8329,2827.1278
6/3/2021,2833.8408,2876.1054,2833.6283,2856.7666
6/6/2021,2884.0684,2920.2145,2880.4694,2906.9104
6/7/2021,2928.0907,2933.541,2892.234,2906.7011
6/8/2021,2931.1776,2960.2857,2925.4887,2960.1431
6/9/2021,2995.0849,3005.9027,2933.6185,2946.5804
6/10/2021,2968.0932,2971.8879,2925.7358,2944.7821
6/13/2021,2965.7653,2984.2399,2957.1328,2983.106
6/14/2021,3009.458,3051.0236,3009.1457,3025.8255
6/15/2021,3061.8092,3064.0711,3012.9525,3022.1051
6/16/2021,2989.5461,3031.7304,2943.2977,2969.7182
6/17/2021,2982.9712,2990.0139,2944.8948,2968.4313
6/20/2021,2975.2539,2980.2654,2880.5668,2905.4614
6/21/2021,2924.0722,2924.4785,2828.6221,2834.4058
6/22/2021,2844.7012,2914.4299,2824.0364,2913.8379
6/23/2021,2939.0491,2940.029,2856.8412,2859.9618
6/24/2021,2871.6592,2873.764,2833.0635,2843.0041
6/27/2021,2856.0515,2883.0175,2834.4206,2870.3846
6/28/2021,2898.4234,2901.9857,2861.5531,2875.4969
6/29/2021,2880.3375,2890.1628,2823.2098,2828.0092
6/30/2021,2835.6699,2844.1912,2782.0088,2823.8799
7/1/2021,2833.5571,2867.2519,2831.1066,2843.0006
7/4/2021,2852.2366,2857.8312,2831.9473,2834.5162
7/5/2021,2845.5051,2847.4319,2814.3337,2823.3512
7/6/2021,2829.9796,2835.306,2812.9586,2818.108
7/7/2021,2815.4922,2826.4127,2793.9031,2801.1337
7/8/2021,2815.288,2832.7284,2793.2338,2825.1064
7/11/2021,2845.4343,2900.1792,2845.1481,2899.821
7/12/2021,2915.5808,2930.406,2842.3042,2854.6975
7/13/2021,2867.1598,2884.7525,2846.7806,2871.0415
7/14/2021,2882.0678,2883.253,2857.6296,2872.0514
7/15/2021,2885.4013,2890.3364,2876.8496,2883.4051
7/18/2021,2892.4733,2980.6145,2892.3073,2980.6145
7/19/2021,3003.4718,3032.8374,2981.9189,2994.5818
7/20/2021,3005.4326,3005.7258,2974.6637,2985.5735
7/22/2021,2990.9042,3018.7597,2987.286,3004.3332
7/25/2021,3017.5621,3058.8494,3017.5068,3058.6651
7/26/2021,3072.9254,3076.1283,3041.8086,3050.4279
7/27/2021,3030.5073,3086.526,2999.2017,3079.6494
7/28/2021,3088.4513,3113.5913,3075.927,3094.9486
7/29/2021,3103.5317,3107.9071,3076.3901,3079.8081
8/1/2021,3088.4461,3099.1311,3075.5414,3081.0162
8/2/2021,3087.9122,3101.2995,3079.0442,3085.0739
8/3/2021,3094.236,3111.1573,3091.9173,3111.0929
8/4/2021,3126.9863,3140.3782,3120.7759,3123.4486
8/5/2021,3130.5406,3138.6068,3101.7937,3107.4678
8/8/2021,3117.027,3121.4292,3099.0695,3108.1279
8/9/2021,3113.9539,3122.5573,3098.5971,3109.5899
8/10/2021,3120.2999,3164.6124,3114.0638,3161.6517
8/11/2021,3172.5383,3198.2649,3158.1684,3162.5956
8/12/2021,3172.7459,3189.6574,3166.683,3178.9102
8/15/2021,3170.6536,3187.4775,3104.8649,3154.3354
8/16/2021,3165.0915,3171.1982,3136.4708,3160.085
8/17/2021,3165.6857,3177.1375,3154.7577,3160.3184
8/18/2021,3172.2951,3220.8611,3153.4217,3199.0262
8/19/2021,3208.5308,3227.1055,3178.2475,3180.8962
8/24/2021,3186.4678,3188.5713,3121.679,3124.87
8/25/2021,3126.0157,3126.0157,3068.0375,3076.4496
8/26/2021,3085.0424,3108.0648,3069.7239,3094.0515
8/29/2021,3105.745,3116.8234,3038.78,3044.8955
8/31/2021,3047.2617,3047.5864,2969.7453,2975.842
9/1/2021,2977.2891,3019.6904,2960.9973,2977.0209
9/2/2021,2976.1795,2994.3545,2915.9796,2926.9909
9/5/2021,2928.8034,2929.3237,2779.0332,2818.8467
9/6/2021,2816.9251,2981.2666,2804.5251,2980.787
9/7/2021,2999.6177,3004.2349,2912.988,2936.6083
9/8/2021,2940.9098,2940.9098,2873.6392,2876.5926
9/9/2021,2880.5498,2912.3801,2865.9582,2875.996
9/12/2021,2887.5038,2947.4969,2887.4695,2947.4224
9/13/2021,2962.8142,2984.3141,2939.7876,2947.8326
9/14/2021,2950.3669,2964.5425,2915.6184,2929.2891
9/15/2021,2933.2319,2936.8948,2881.5317,2889.0406
9/16/2021,2889.2099,2889.2099,2795.236,2812.2643
9/20/2021,2817.9805,2821.1283,2696.813,2698.2459
9/21/2021,2693.4212,2766.4536,2613.8666,2712.0728
9/22/2021,2719.9118,2819.0313,2719.8892,2816.9543
9/23/2021,2833.5213,2883.1341,2804.1592,2819.7454
9/26/2021,2836.3634,2846.2946,2756.3294,2758.4677
9/27/2021,2762.6046,2769.7877,2678.1437,2685.4155
9/28/2021,2683.6027,2695.3502,2602.1915,2615.3621
9/29/2021,2616.7836,2666.1897,2578.7568,2665.9386
9/30/2021,2667.4504,2687.5931,2629.9533,2633.4221
10/3/2021,2637.3592,2640.8376,2572.9638,2577.4958
10/4/2021,2577.361,2596.6738,2542.0877,2570.8116
10/5/2021,2569.7867,2620.3159,2569.7809,2612.6355
10/6/2021,2614.7415,2681.3928,2614.5166,2681.1083
10/10/2021,2687.1898,2720.3612,2654.3506,2662.5619
10/11/2021,2667.591,2670.3394,2616.3999,2639.375
10/17/2021,2644.4193,2666.5632,2625.0483,2656.9664
10/18/2021,2656.0357,2656.0357,2582.2644,2588.0654
10/19/2021,2588.2432,2588.3721,2481.85,2511.1018
10/20/2021,2522.2028,2590.8852,2522.002,2571.6602
