Date,Open,High,Low,Close,Percent Change,Volume
2025-03-18,2721.82,2723.89,2690.58,2697.04,-0.28,4346632263.57
2025-03-17,2715.94,2732.51,2699.2,2704.7,-0.37,5408314075.31
2025-03-16,2735.97,2739.55,2693.55,2714.85,-0.79,6836640407.59
2025-03-12,2718.13,2745.58,2717.29,2736.48,0.63,8235268755.31
2025-03-11,2752.31,2762.25,2712.74,2719.2,-1.17,8391149050.0
2025-03-10,2770.17,2791.03,2743.65,2751.42,-0.74,8378055057.57
2025-03-09,2819.88,2819.92,2766.08,2772.1,-1.64,10093654129.61
2025-03-06,2822.74,2834.07,2811.37,2818.43,-0.09,10101817681.95
2025-03-05,2846.92,2850.16,2808.75,2821.13,-0.88,10972654473.07
2025-03-04,2877.22,2894.62,2842.78,2846.3,-1.05,12946493939.18
2025-03-03,2900.23,2929.21,2867.46,2876.66,-0.47,14284510595.52
2025-03-02,2829.12,2890.28,2826.86,2890.28,2.67,14250475736.95
2025-02-27,2786.65,2827.15,2785.98,2815.04,1.77,11392401815.91
2025-02-25,2759.08,2781.95,2758.84,2765.88,0.25,9909386227.97
2025-02-24,2754.55,2785.1,2746.0,2758.75,0.12,11085464758.61
2025-02-23,2724.09,2768.9,2690.42,2755.4,0.42,11548337612.87
2025-02-20,2738.91,2752.35,2720.69,2743.74,0.11,8627687599.86
2025-02-18,2735.94,2757.3,2726.43,2739.82,0.43,10437006214.82
2025-02-17,2701.27,2738.0,2700.53,2727.91,1.10,10049654832.64
2025-02-16,2676.92,2698.31,2675.9,2698.03,0.73,9470308266.5
2025-02-13,2686.77,2697.34,2673.88,2678.47,-0.27,7921300982.67
2025-02-12,2687.17,2697.41,2679.78,2685.73,0.06,8717847062.68
2025-02-11,2678.13,2691.91,2673.03,2683.86,0.24,7246221260.29
2025-02-10,2684.96,2699.79,2665.72,2677.32,-0.40,6960292235.03
2025-02-09,2697.52,2725.95,2683.28,2688.31,-0.42,8398660628.97
2025-02-06,2713.88,2720.48,2691.56,2699.81,-0.42,9247375287.27
2025-02-05,2719.59,2726.07,2704.24,2711.45,-0.16,8958007305.37
2025-02-04,2733.58,2745.15,2707.37,2715.91,-0.51,8919697775.36
2025-02-03,2728.65,2764.17,2720.42,2730.0,0.08,11875967538.34
2025-02-02,2662.42,2727.58,2662.01,2727.58,2.62,12955764136.99
2025-01-28,2635.07,2657.96,2634.69,2657.77,0.93,9402678033.94
2025-01-27,2642.3,2650.71,2625.58,2633.32,-0.40,8924065888.67
2025-01-26,2656.75,2662.36,2638.65,2643.93,-0.39,9128673514.8
2025-01-23,2670.23,2681.49,2644.79,2654.35,-0.41,7857792326.04
2025-01-22,2616.89,2667.23,2614.37,2665.45,2.00,9203088349.68
2025-01-21,2608.27,2618.99,2597.61,2613.08,0.19,6190141891.18
2025-01-20,2602.89,2623.61,2600.77,2607.99,0.26,6570477886.37
2025-01-19,2590.14,2604.01,2580.01,2601.21,0.48,6257235624.3
2025-01-16,2598.66,2616.97,2580.4,2588.62,-0.28,5933711674.74
2025-01-15,2596.83,2611.38,2589.99,2595.96,0.07,5824904134.7
2025-01-13,2610.05,2615.55,2580.74,2594.13,-0.59,6650883103.54
2025-01-12,2651.68,2654.82,2602.46,2609.67,-0.96,3997909323.87
2025-01-09,2656.5,2656.61,2629.06,2635.09,-0.68,7305342581.67
2025-01-08,2670.51,2672.14,2642.59,2653.38,0.24,6407614174.11
2025-01-07,2654.34,2656.52,2625.24,2646.84,0.23,5384672295.67
2025-01-06,2601.09,2640.73,2594.34,2640.68,1.89,6305431854.5
2025-01-05,2586.08,2592.91,2574.43,2591.56,0.20,4860201974.98
2025-01-02,2583.94,2586.23,2566.27,2586.23,0.17,4603282379.17
2025-01-01,2577.43,2589.42,2567.97,2581.6,0.19,3597445334.37
2024-12-31,2613.7,2613.95,2545.34,2576.5,-1.26,5674686091.49
2024-12-29,2631.98,2641.17,2601.84,2609.58,-0.80,5474868764.77
2024-12-26,2625.44,2639.08,2607.75,2630.71,0.15,5329274454.77
2024-12-24,2615.67,2645.2,2612.94,2626.31,0.54,5202263038.57
2024-12-23,2582.29,2612.2,2580.49,2612.2,1.11,4430024603.33
2024-12-22,2587.3,2614.28,2569.0,2583.29,-0.52,4518385107.17
2024-12-19,2626.62,2634.57,2593.18,2596.82,-1.19,4760267483.48
2024-12-18,2634.49,2656.08,2621.0,2628.26,-0.21,4270082575.91
2024-12-17,2633.18,2648.55,2611.89,2633.87,0.11,4343234740.52
2024-12-16,2684.0,2684.32,2622.76,2630.91,-1.91,5935604847.04
2024-12-12,2730.24,2730.31,2678.09,2682.29,-1.23,6144065744.0
2024-12-11,2671.36,2715.71,2662.72,2715.71,1.71,5050654450.1
2024-12-10,2676.11,2694.85,2660.36,2669.82,-0.23,4413320290.81
2024-12-09,2687.75,2709.58,2662.36,2676.15,-0.47,5629945822.09
2024-12-08,2735.65,2735.67,2675.92,2689.0,-1.67,7460304999.55
2024-12-05,2752.38,2764.29,2717.34,2734.93,-0.57,8369687402.72
2024-12-04,2795.98,2795.78,2747.65,2750.87,-0.89,9132468906.77
2024-12-03,2772.74,2793.03,2751.31,2775.85,0.64,8521219299.67
2024-12-02,2749.27,2773.47,2746.47,2758.04,0.72,10541746564.07
2024-12-01,2762.3,2764.85,2707.94,2738.06,-0.36,8832225892.82
2024-11-28,2757.13,2774.14,2738.8,2748.05,-0.30,8545525373.13
2024-11-27,2721.52,2755.98,2721.35,2755.47,1.42,9312934840.36
2024-11-26,2704.58,2719.84,2685.64,2716.66,1.24,7449898987.89
2024-11-25,2682.29,2694.67,2661.21,2683.24,0.59,6345809597.84
2024-11-24,2690.52,2698.76,2661.22,2667.4,-0.48,7728861250.73
2024-11-21,2711.56,2722.59,2676.25,2680.44,-1.15,8257643886.83
2024-11-20,2705.17,2713.93,2683.79,2711.75,0.33,7092879946.39
2024-11-19,2758.42,2759.54,2696.42,2702.65,-1.85,10468320521.9
2024-11-17,2753.43,2788.12,2748.29,2753.76,0.18,11726756904.61
2024-11-14,2738.91,2762.51,2729.67,2748.78,0.51,10320331436.2
2024-11-13,2754.56,2757.38,2728.11,2734.83,-0.51,7911976449.08
2024-11-12,2765.7,2788.35,2741.63,2748.96,-0.40,7859740798.91
2024-11-11,2740.12,2782.43,2734.41,2760.21,0.80,11315207127.09
2024-11-10,2681.59,2738.12,2680.7,2738.06,2.33,9771124073.55
2024-11-06,2679.47,2684.81,2669.19,2675.51,-0.07,5222486851.24
2024-11-05,2678.97,2696.85,2670.12,2677.4,0.00,4205505237.61
2024-10-30,2693.81,2705.24,2671.3,2677.62,-0.53,5953950787.59
2024-10-29,2648.37,2692.11,2647.99,2692.05,1.76,6128264580.33
2024-10-28,2620.91,2647.23,2620.66,2645.36,1.04,5344800912.48
2024-10-27,2629.84,2632.94,2610.14,2617.95,-0.34,4732487864.93
2024-10-24,2646.3,2650.18,2614.65,2627.14,-0.68,5419104157.29
2024-10-23,2675.2,2684.66,2637.54,2645.39,-0.76,6278951853.73
2024-10-22,2640.12,2669.38,2632.62,2665.81,0.98,4171665619.7
2024-10-21,2698.71,2700.82,2635.43,2639.92,-2.14,5900791044.48
2024-10-20,2733.35,2748.78,2689.46,2697.91,-1.72,8180262572.12
2024-10-17,2747.69,2780.97,2734.19,2745.36,0.09,7192792166.86
2024-10-16,2704.79,2748.8,2704.04,2742.88,1.60,5660237737.6
2024-10-15,2668.08,2700.23,2667.82,2699.66,1.17,3062337799.24
2024-10-09,2661.8,2672.65,2643.12,2668.17,0.18,3761512706.84
2024-10-08,2692.49,2699.55,2652.66,2663.32,-1.01,4593727244.34
2024-10-07,2656.8,2707.16,2656.35,2690.72,1.39,7095953027.17
2024-10-06,2597.51,2653.63,2583.25,2653.58,2.15,6138206705.7
2024-10-02,2629.73,2643.76,2582.72,2597.49,-0.99,6778195881.11
2024-10-01,2510.35,2623.56,2510.11,2623.56,4.57,7616522258.0
2024-09-30,2466.6,2508.86,2462.79,2508.86,1.80,3715359935.12
2024-09-29,2483.91,2494.57,2442.63,2464.4,-0.89,4050658036.94
2024-09-26,2519.04,2541.69,2479.65,2486.76,-1.30,4841407720.14
2024-09-25,2473.06,2519.97,2443.28,2519.57,1.99,4813223004.49
2024-09-24,2529.14,2547.47,2462.61,2470.39,-2.33,5689561356.69
2024-09-23,2607.86,2608.43,2517.79,2529.33,-2.28,5660302683.5
2024-09-22,2601.29,2643.51,2570.27,2588.35,0.44,5092948690.69
2024-09-18,2584.35,2606.04,2551.4,2576.76,-0.15,5669194961.88
2024-09-16,2635.97,2637.52,2570.62,2580.76,-2.16,7361988383.74
2024-09-15,2698.52,2734.58,2630.11,2637.79,-1.88,10339235957.45
2024-09-12,2625.46,2688.52,2604.83,2688.38,2.99,8169274612.81
2024-09-11,2636.3,2651.19,2601.91,2610.21,-0.86,6851179051.18
2024-09-10,2648.07,2688.26,2616.98,2632.94,-0.49,7245568421.39
2024-09-09,2702.57,2706.54,2637.71,2646.03,-2.06,9439106425.54
2024-09-08,2732.83,2760.45,2697.84,2701.9,-0.93,10122408249.12
2024-09-05,2740.21,2758.92,2686.62,2727.36,-0.44,9651513246.31
2024-09-04,2860.07,2860.39,2732.4,2739.46,-3.20,12925688215.22
2024-09-03,2834.42,2860.43,2802.92,2830.16,0.24,13577105289.17
2024-09-02,2698.0,2823.7,2678.91,2823.25,4.72,13104631802.67
2024-09-01,2749.68,2781.75,2686.61,2695.93,-1.95,10517682349.32
2024-08-29,2791.3,2800.28,2727.57,2749.57,-1.32,12243601365.9
2024-08-28,2791.09,2860.89,2761.02,2786.4,0.13,13727368393.64
2024-08-27,2899.8,2902.75,2770.39,2782.6,-3.86,18649533170.35
2024-08-25,2987.06,2990.04,2885.39,2894.57,-2.68,19740593800.64
2024-08-22,2974.78,3018.93,2967.47,2974.46,0.20,19160652085.56
2024-08-21,2981.03,3002.74,2943.61,2968.44,0.07,18906373792.01
2024-08-18,3017.2,3048.15,2945.49,2966.33,-1.14,28836997376.12
2024-08-15,2979.6,3036.64,2975.11,3000.81,1.45,29958519216.95
2024-08-14,2936.62,2959.19,2883.81,2957.75,1.17,23430581150.48
2024-08-13,2947.7,2971.69,2891.43,2923.46,-0.27,21515010633.31
2024-08-12,2876.48,2937.4,2876.46,2931.65,2.47,27242034765.89
2024-08-11,2780.09,2860.96,2779.24,2860.91,3.41,25779453509.9
2024-08-08,2772.84,2811.15,2744.86,2766.38,0.24,20070434103.38
2024-08-07,2644.73,2759.67,2630.86,2759.67,4.08,17950918627.83
2024-08-06,2802.04,2815.94,2644.85,2651.32,-5.18,23716716874.1
2024-08-05,2770.39,2806.69,2744.1,2796.38,1.47,21864992277.64
2024-08-01,2772.24,2805.57,2742.53,2755.62,-0.19,21713431007.74
2024-07-31,2708.25,2791.02,2707.57,2760.9,2.38,21911503161.06
2024-07-30,2669.41,2709.89,2609.02,2696.65,1.33,17266391542.97
2024-07-29,2706.73,2737.68,2655.15,2661.09,-0.76,19609177106.29
2024-07-28,2606.42,2708.58,2606.4,2681.56,4.41,15810596235.45
2024-07-25,2540.14,2572.88,2518.47,2568.11,1.26,14137899049.28
2024-07-24,2573.23,2600.41,2513.43,2536.11,-1.06,16208577314.53
2024-07-23,2493.92,2563.45,2469.56,2563.43,3.02,14116330995.76
2024-07-22,2491.17,2504.53,2441.56,2488.09,0.08,13915535440.98
2024-07-21,2431.49,2494.71,2408.25,2485.94,2.54,15238271290.98
2024-07-18,2373.53,2459.94,2355.59,2424.32,2.52,15548800738.21
2024-07-17,2323.68,2364.76,2311.93,2364.63,2.33,12059266113.47
2024-07-16,2243.07,2310.84,2231.83,2310.59,3.13,9114401552.61
2024-07-15,2277.86,2288.16,2231.69,2240.41,-0.76,8731436037.15
2024-07-14,2239.41,2290.95,2230.5,2257.59,2.40,7620498520.87
2024-07-11,2188.64,2205.15,2185.02,2204.61,1.34,7080698146.05
2024-07-10,2162.87,2176.6,2160.63,2175.4,1.08,5744083391.51
2024-07-09,2138.61,2152.24,2129.71,2152.14,0.73,5535958885.31
2024-07-08,2143.95,2149.19,2128.72,2136.35,-0.21,4569836106.0
2024-07-07,2122.0,2147.12,2121.26,2140.97,1.00,6002931854.71
2024-07-04,2107.78,2129.37,2105.83,2119.69,0.73,6482546980.64
2024-07-03,2101.84,2104.38,2076.95,2104.22,0.18,5083528935.17
2024-07-02,2085.83,2162.49,2085.82,2100.43,2.29,4576831720.09
2024-07-01,2038.7,2053.38,2030.38,2053.38,0.80,2999965021.53
2024-06-30,2051.73,2059.79,2034.5,2037.09,-0.72,3607198407.66
2024-06-27,2059.61,2059.97,2046.95,2051.92,-0.40,3715903824.54
2024-06-26,2075.75,2077.26,2055.2,2060.16,-0.56,4058047734.22
2024-06-25,2067.32,2077.63,2067.03,2071.77,0.27,4187796833.89
2024-06-24,2063.09,2079.36,2058.81,2066.16,0.15,5077255116.15
2024-06-23,2068.71,2079.76,2057.34,2062.94,-0.25,4374597458.65
2024-06-20,2095.13,2095.38,2063.9,2068.31,-0.50,3870744903.34
2024-06-19,2077.75,2086.85,2073.34,2078.76,0.10,3404372632.64
2024-06-18,2098.6,2099.02,2073.91,2076.49,-0.89,4055737884.32
2024-06-16,2116.03,2117.15,2090.13,2095.25,-0.80,5472253551.85
2024-06-13,2125.31,2127.09,2106.25,2112.29,-0.43,6443029208.11
2024-06-12,2116.91,2134.12,2116.33,2121.62,0.30,5894089245.13
2024-06-11,2099.77,2115.27,2086.81,2115.24,1.59,5555361739.06
2024-06-10,2088.14,2089.15,2072.23,2082.09,0.42,5490609782.28
2024-06-09,2093.71,2093.71,2068.84,2073.19,-0.22,5189079522.44
2024-06-06,2080.56,2089.1,2073.47,2077.78,-0.09,4388278720.38
2024-06-05,2087.74,2091.88,2072.31,2079.71,-0.26,3992976492.79
2024-06-04,2087.03,2092.71,2077.56,2085.3,0.29,4084715877.41
2024-06-03,2087.8,2096.57,2073.02,2079.07,-0.19,4004070243.6
2024-06-02,2073.06,2086.44,2068.08,2083.04,0.65,4311015629.95
2024-05-30,2091.03,2100.11,2065.59,2069.53,-0.95,4217494195.65
2024-05-29,2133.73,2153.39,2086.44,2089.42,-1.12,4575063274.39
2024-05-27,2111.67,2124.57,2096.83,2113.27,0.18,3893764143.93
2024-05-26,2135.25,2142.58,2106.36,2109.34,-1.03,4441538471.7
2024-05-22,2116.74,2140.24,2108.37,2131.49,0.73,5687680912.8
2024-05-21,2095.57,2118.34,2081.07,2115.94,1.14,5206208111.56
2024-05-20,2069.88,2121.01,2069.52,2092.0,1.33,5854354212.19
2024-05-19,2044.81,2068.91,2028.07,2064.45,2.26,5251024786.63
2024-05-16,2029.1,2029.1,2009.35,2018.76,0.03,4233816403.71
2024-05-15,2030.87,2048.29,2012.56,2017.97,-0.47,3708430055.17
2024-05-14,2000.7,2027.59,1999.14,2027.51,1.43,4088853664.8
2024-05-13,1979.68,2000.55,1970.54,1998.89,1.23,3408608157.91
2024-05-12,1973.79,1981.79,1961.89,1974.5,0.42,3155142168.43
2024-05-09,1963.45,1970.55,1955.15,1966.23,0.28,3121286362.59
2024-05-08,1961.28,1968.25,1954.22,1960.6,-0.01,2547030825.5
2024-05-07,1959.91,1970.71,1955.16,1960.81,0.10,2140502621.77
2024-05-06,1980.23,1980.81,1952.63,1958.75,-0.79,2891319979.88
2024-05-05,1998.45,1999.17,1969.96,1974.37,-1.23,3795748296.39
2024-05-02,2025.79,2026.62,1995.49,1998.96,-0.36,4133362726.23
2024-04-30,1991.51,2016.61,1979.31,2006.28,1.30,4800044601.66
2024-04-29,1990.32,1990.31,1974.52,1980.34,0.00,2959458501.43
2024-04-28,1973.54,1981.55,1965.14,1980.27,0.72,2682586955.82
2024-04-25,1971.36,1974.91,1960.92,1965.93,-0.16,2366975594.12
2024-04-24,1969.41,1979.57,1963.34,1969.17,0.01,2536431998.5
2024-04-22,1984.08,1992.78,1964.42,1969.02,-0.77,2058305185.19
2024-04-21,1972.92,1984.46,1953.29,1984.43,0.62,2259959456.89
2024-04-18,1992.37,1992.37,1967.39,1972.14,-0.98,2093612792.78
2024-04-16,2004.97,2004.96,1988.19,1991.71,-0.73,2103019218.58
2024-04-15,2022.32,2026.99,2002.21,2006.52,-0.83,2797577432.68
2024-04-14,2025.7,2031.9,2017.88,2023.35,-0.11,3063772652.62
2024-04-10,2038.11,2045.46,2016.34,2025.3,-0.52,3485660640.32
2024-04-09,2035.2,2046.61,2030.44,2036.01,0.45,4143783989.11
2024-04-07,2009.05,2026.82,2000.36,2026.81,1.13,4256676333.56
2024-04-04,2007.13,2011.37,2000.33,2004.05,-0.13,3037267307.85
2024-04-03,2011.66,2017.21,1999.85,2006.78,-0.17,2536233986.67
2024-04-02,2014.55,2018.07,2004.28,2010.21,-0.09,2291645585.49
2024-04-01,2017.18,2019.76,2006.96,2012.07,-0.31,2874754305.75
2024-03-31,2034.71,2040.48,2014.32,2018.33,-0.85,3205332324.76
2024-03-28,2033.42,2039.34,2023.13,2035.64,0.23,2653349468.51
2024-03-27,2042.09,2053.71,2025.1,2030.86,-0.53,2235485534.3
2024-03-26,2033.0,2048.74,2032.13,2041.7,0.49,2354348503.01
2024-03-25,2050.68,2051.67,2027.77,2031.55,-0.83,2489118485.08
2024-03-21,2065.52,2074.97,2045.11,2048.57,-0.74,4313017713.5
2024-03-20,2072.48,2084.59,2058.78,2063.95,-0.16,3496284036.16
2024-03-19,2074.54,2091.52,2064.44,2067.29,-0.30,3633936554.87
2024-03-18,2073.59,2075.62,2060.08,2073.53,0.15,2885637818.91
2024-03-17,2082.41,2086.03,2064.32,2070.25,-0.51,3387980384.33
2024-03-14,2110.55,2110.55,2074.05,2080.87,-1.32,3943592302.13
2024-03-13,2123.91,2124.08,2093.89,2108.72,-0.11,4248523332.22
2024-03-12,2065.63,2111.24,2064.08,2111.24,2.85,4551632347.82
2024-03-10,2032.58,2061.2,2032.58,2052.65,1.08,2922771558.91
2024-03-07,2020.95,2040.9,2017.0,2030.55,0.67,3199205820.35
2024-03-06,2008.93,2036.32,1992.34,2017.03,0.46,3450838357.2
2024-03-05,2094.71,2095.19,2003.77,2007.69,-3.38,4113676958.02
2024-03-04,1976.14,2078.16,1976.14,2078.0,6.00,375209978.32
2024-03-03,1972.63,1975.39,1946.42,1960.3,-0.59,2082786089.08
2024-02-29,2001.02,2007.57,1970.04,1972.09,-1.43,2598737228.86
2024-02-28,2002.94,2009.5,1992.46,2000.77,-0.04,2038100977.42
2024-02-27,1992.7,2007.85,1980.43,2001.64,0.46,1869813526.21
2024-02-26,1980.9,1997.52,1973.3,1992.3,0.67,2017739060.68
2024-02-25,2006.89,2011.81,1976.68,1979.02,-1.33,3086951070.51
2024-02-22,2027.57,2030.4,2000.55,2005.83,-1.02,3206167025.37
2024-02-21,2034.39,2044.44,2020.88,2026.59,-0.31,2241961799.37
2024-02-20,2034.79,2043.5,2025.89,2033.06,-0.08,3113556978.43
2024-02-18,2060.68,2062.32,2030.29,2034.82,-1.31,3775422196.17
2024-02-15,2075.62,2077.1,2055.72,2062.03,-0.69,3869118741.98
2024-02-14,2071.71,2081.62,2064.34,2076.5,0.28,4252722895.26
2024-02-13,2101.56,2101.55,2064.84,2070.59,-1.45,4667179304.14
2024-02-12,2085.81,2103.91,2081.81,2101.16,0.73,3586984128.48
2024-02-11,2101.28,2109.32,2083.6,2085.82,-0.50,4085678472.16
2024-02-08,2094.18,2097.97,2082.72,2096.38,0.27,3212283453.63
2024-02-07,2095.1,2107.57,2086.76,2090.64,0.23,2842550237.47
2024-02-06,2073.83,2087.24,2067.59,2085.71,0.45,2591534907.76
2024-02-05,2063.93,2084.8,2060.55,2076.27,0.70,2438058254.56
2024-02-04,2067.47,2072.9,2053.46,2061.7,-0.25,3216727221.79
2024-02-01,2103.2,2103.22,2063.68,2067.01,-1.47,4180632139.37
2024-01-31,2119.17,2131.28,2088.48,2097.93,-1.02,5295605057.48
2024-01-30,2105.87,2128.11,2105.46,2119.61,0.70,5544217593.12
2024-01-29,2097.48,2114.79,2097.23,2104.72,0.48,4566522230.82
2024-01-28,2084.64,2098.14,2075.37,2094.46,0.49,3833776580.76
2024-01-25,2088.49,2096.75,2072.78,2084.09,-0.18,3764505450.98
2024-01-24,2098.97,2120.46,2083.45,2088.04,-0.48,3897022598.98
2024-01-23,2096.99,2112.15,2087.22,2098.29,-0.01,4294566751.66
2024-01-22,2128.56,2134.81,2090.64,2098.69,-1.47,6366070003.35
2024-01-21,2156.52,2165.67,2123.86,2130.18,-1.18,7677740058.04
2024-01-18,2163.39,2167.43,2133.12,2155.82,-0.33,8174986282.97
2024-01-17,2181.8,2215.54,2154.02,2163.06,-0.55,9768969868.61
2024-01-16,2125.2,2178.37,2125.11,2175.17,2.57,8023862406.69
2024-01-14,2093.48,2121.67,2093.44,2120.62,1.51,5450421806.4
2024-01-11,2091.28,2106.43,2082.49,2088.99,-0.03,4307763277.27
2024-01-10,2084.59,2116.44,2084.44,2089.62,0.45,5134848789.38
2024-01-09,2063.56,2098.04,2063.42,2080.12,1.00,6118317866.67
2024-01-08,2025.89,2059.66,2025.62,2059.49,1.80,4675224906.28
2024-01-07,2049.9,2056.49,2019.77,2022.92,-1.28,5241408379.85
2024-01-04,2058.57,2072.08,2046.05,2049.28,-0.42,5581107804.7
2024-01-03,2030.95,2058.31,2023.76,2058.0,1.37,4048857454.59
2024-01-02,2060.47,2061.92,2024.14,2030.1,-1.45,4044659922.73
2024-01-01,2072.45,2096.44,2056.87,2060.15,-0.42,4483982461.34
2023-12-28,2072.09,2085.36,2059.49,2068.9,-0.09,4290932297.6
2023-12-27,2089.89,2109.35,2055.35,2070.84,-0.82,5248782611.37
2023-12-24,2113.69,2132.63,2082.93,2088.07,-0.99,7111733829.8
2023-12-21,2148.16,2154.51,2102.79,2109.1,-1.53,6274324811.9
2023-12-20,2113.94,2150.98,2110.76,2141.87,1.68,7009575176.13
2023-12-19,2065.06,2107.32,2053.27,2106.48,2.23,5984699175.73
2023-12-18,2025.73,2070.59,2025.68,2060.49,1.88,6868177565.83
2023-12-17,1986.06,2022.82,1951.02,2022.35,1.39,5157846979.05
2023-12-14,1989.53,1997.12,1973.42,1994.6,0.32,3151635750.12
2023-12-13,1990.36,2017.22,1976.04,1988.04,0.13,3909198570.27
2023-12-12,1952.19,1990.39,1940.15,1985.44,1.89,4309019196.26
2023-12-11,1989.54,1989.71,1928.76,1948.57,-0.78,4842774386.84
2023-12-10,1866.12,1963.98,1866.12,1963.98,6.00,482482239.14
2023-12-07,1840.42,1861.22,1834.64,1852.77,0.63,2799146433.95
2023-12-06,1837.24,1841.8,1830.31,1841.04,0.18,1141812382.78
2023-12-05,1849.01,1857.35,1833.02,1837.71,-0.54,1544935438.34
2023-12-04,1848.71,1859.32,1843.37,1847.81,-0.18,1197257894.69
2023-12-03,1858.47,1861.67,1837.85,1851.23,-0.39,964010431.27
2023-11-30,1874.24,1876.4,1851.32,1858.53,-0.96,1323519357.21
2023-11-29,1894.79,1907.07,1871.93,1876.6,-0.94,1014195575.01
2023-11-28,1896.4,1902.63,1885.23,1894.53,-0.11,1280228971.86
2023-11-27,1909.97,1926.52,1889.71,1896.67,-0.59,1754750755.82
2023-11-26,1859.24,1908.19,1852.67,1907.95,2.56,2011763358.52
2023-11-23,1847.69,1864.59,1826.49,1860.2,0.53,1348347430.3
2023-11-22,1830.11,1850.54,1816.4,1850.33,1.13,1087098495.59
2023-11-21,1853.17,1853.87,1821.38,1829.65,-1.28,950479583.91
2023-11-20,1852.29,1873.34,1846.52,1853.48,0.07,1099318029.7
2023-11-09,1864.4,1866.93,1847.85,1852.08,-0.63,836005656.08
2023-11-08,1858.11,1869.01,1851.19,1863.94,0.27,782743264.94
2023-11-07,1848.06,1864.85,1847.1,1858.76,0.60,996586291.9
2023-11-06,1826.68,1850.58,1824.56,1847.54,1.16,938929040.59
2023-11-05,1846.75,1846.77,1817.76,1826.23,-1.16,972367278.92
2023-11-02,1858.27,1859.48,1842.73,1847.7,-0.58,964477711.41
2023-11-01,1864.19,1872.19,1853.49,1858.56,-0.31,812089291.31
2023-10-31,1878.29,1878.98,1860.47,1864.4,-0.76,571483276.48
2023-10-30,1876.47,1878.83,1856.9,1878.7,0.16,694222217.37
2023-10-29,1903.59,1903.91,1867.09,1875.65,-1.48,742925392.56
2023-10-19,1908.66,1915.98,1893.94,1903.84,-0.21,970612892.03
2023-10-18,1864.28,1908.4,1864.25,1907.89,2.32,934894218.15
2023-10-17,1851.18,1884.67,1851.03,1864.62,0.71,1008437860.61
2023-10-16,1874.13,1876.62,1846.79,1851.43,-1.23,1253291070.96
2023-10-12,1896.18,1897.6,1870.19,1874.6,-1.20,1700129815.0
2023-10-11,1890.04,1905.05,1884.4,1894.76,0.27,1088547980.13
2023-10-10,1908.29,1913.58,1885.37,1889.59,-0.99,1283182145.32
2023-10-09,1919.97,1926.72,1902.87,1908.66,-0.65,1170172722.08
2023-10-08,1963.8,1964.02,1917.69,1921.24,-1.82,1801766294.08
2023-10-05,1967.58,1970.15,1954.02,1956.92,-0.56,1106519418.2
2023-10-04,1958.87,1976.19,1957.23,1967.97,0.47,1189931385.37
2023-10-03,1977.83,1978.27,1954.13,1958.72,-0.88,1199101324.81
2023-10-02,1970.28,1982.51,1954.35,1976.29,0.26,1737314092.32
2023-10-01,2004.58,2005.32,1964.44,1971.1,-1.65,1830486743.11
2023-09-27,2023.52,2027.19,1993.46,2004.3,-0.91,1814359022.2
2023-09-26,2006.64,2030.51,2005.42,2022.91,0.92,2093809518.54
2023-09-25,2012.21,2015.56,1999.62,2004.45,-0.29,1565573471.78
2023-09-24,2029.42,2037.02,2003.83,2010.35,-0.95,2326895206.99
2023-09-21,1988.71,2040.28,1988.67,2029.78,2.23,3293921368.32
2023-09-19,1970.42,1986.72,1960.62,1985.43,0.82,1176680757.5
2023-09-18,1965.45,1974.98,1952.88,1969.18,0.21,870444156.82
2023-09-17,2009.99,2010.86,1961.05,1964.91,-2.09,2028465610.94
2023-09-13,1967.26,2007.48,1967.25,2007.06,2.00,1495521905.77
2023-09-12,1987.17,1998.54,1962.71,1967.57,-0.97,1135057515.51
2023-09-11,1942.98,1986.99,1941.86,1986.99,2.28,1518343397.24
2023-09-10,1933.25,1946.75,1933.06,1942.68,0.52,1072212418.6
2023-09-07,1960.72,1960.78,1929.66,1932.45,-1.47,1150920607.6
2023-09-05,1966.8,1974.11,1954.19,1961.37,-0.32,796870408.05
2023-09-04,1960.79,1977.96,1946.62,1967.83,0.35,1099139697.16
2023-09-03,1990.82,1991.11,1958.83,1960.78,-1.49,1186618410.87
2023-08-30,1994.63,2001.72,1985.1,1990.59,-0.14,1130008041.15
2023-08-29,1999.01,2002.81,1988.51,1993.42,-0.25,865120452.4
2023-08-28,1994.03,2009.7,1989.37,1998.48,0.25,988628562.24
2023-08-27,2014.21,2016.11,1989.22,1993.38,-1.02,1262767876.55
2023-08-24,2045.86,2052.2,2009.09,2013.93,-1.54,1550582685.37
2023-08-23,2016.8,2048.26,2015.8,2045.45,1.46,1510488984.6
2023-08-22,1998.14,2016.18,1990.29,2015.98,0.88,1332564769.51
2023-08-21,2012.46,2019.51,1991.81,1998.28,-0.64,1408981601.68
2023-08-20,2033.2,2034.88,2008.03,2011.14,-1.08,1447408942.67
2023-08-17,2025.98,2043.01,2025.4,2033.13,0.39,1541367398.79
2023-08-16,2044.05,2044.05,2014.0,2025.12,-0.99,1679980623.09
2023-08-15,2077.03,2078.76,2041.12,2045.44,-1.53,2157312369.51
2023-08-14,2079.25,2094.04,2073.49,2077.24,-0.17,2091390638.3
2023-08-13,2065.4,2087.93,2057.7,2080.86,0.71,3018460512.26
2023-08-10,2058.96,2080.81,2045.98,2066.05,0.24,2156583945.68
